sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,configurable_variations,configurable_variation_prices,configurable_variation_labels,additional_images,related_skus,crosssell_skus,upsell_skus
MH02-L-Red,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-L-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-l-red,,,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-XL-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-XL-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-xl-black,,,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh02-black_alt1.jpg,/m/h/mh02-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-XL-Purple,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-XL-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-xl-purple,,,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-XL-Red,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-XL-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-xl-red,,,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02,,Default,configurable,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",,1,Taxable Goods,"Catalog, Search",70,,,,,,,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,material=Wool|Fleece|Nylon,pattern=Solid,climate=All-weather|Cool|Indoor|Spring|Windy,eco_collection=No,performance_fabric=No,erin_recommends=No,new=Yes,sale=No",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MH02-XS-Black,size=XS,color=Black|sku=MH02-XS-Purple,size=XS,color=Purple|sku=MH02-XS-Red,size=XS,color=Red|sku=MH02-S-Black,size=S,color=Black|sku=MH02-S-Purple,size=S,color=Purple|sku=MH02-S-Red,size=S,color=Red|sku=MH02-M-Black,size=M,color=Black|sku=MH02-M-Purple,size=M,color=Purple|sku=MH02-M-Red,size=M,color=Red|sku=MH02-L-Black,size=L,color=Black|sku=MH02-L-Purple,size=L,color=Purple|sku=MH02-L-Red,size=L,color=Red|sku=MH02-XL-Black,size=XL,color=Black|sku=MH02-XL-Purple,size=XL,color=Purple|sku=MH02-XL-Red,size=XL,color=Red",,,"/m/h/mh02-black_alt1.jpg,/m/h/mh02-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-XS-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-XS-Black,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-xs-black,,,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh03-black_alt1.jpg,/m/h/mh03-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-XS-Blue,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-XS-Blue,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-xs-blue,,,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-XS-Green,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-XS-Green,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-xs-green,,,,/m/h/mh03-green_main.jpg,,/m/h/mh03-green_main.jpg,,/m/h/mh03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-S-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-S-Black,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-s-black,,,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh03-black_alt1.jpg,/m/h/mh03-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-S-Blue,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-S-Blue,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-s-blue,,,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-S-Green,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-S-Green,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-s-green,,,,/m/h/mh03-green_main.jpg,,/m/h/mh03-green_main.jpg,,/m/h/mh03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-M-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-M-Black,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-m-black,,,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh03-black_alt1.jpg,/m/h/mh03-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-M-Blue,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-M-Blue,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-m-blue,,,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-M-Green,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-M-Green,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-m-green,,,,/m/h/mh03-green_main.jpg,,/m/h/mh03-green_main.jpg,,/m/h/mh03-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-L-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-L-Black,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-l-black,,,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,/m/h/mh03-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh03-black_alt1.jpg,/m/h/mh03-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH03-L-Blue,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Bruno Compete Hoodie-L-Blue,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,63,,,,bruno-compete-hoodie-l-blue,,,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,/m/h/mh03-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
